ID	iBAQ.B_bacteriovorus_WCE1_TR01	iBAQ.B_bacteriovorus_WCE1_TR02	iBAQ.B_bacteriovorus_WCE2_TR01	iBAQ.B_bacteriovorus_WCE2_TR02	PFAM_DNA_binding.x	Nuc_vs_Top_ratio	Final_Localization
CAE81011.1	880660	1671500	1650600	1829600	0	1.35	Cytoplasmic
CAE81012.1	2768700	2407900	2050000	2429800	NA	NA	Cytoplasmic
CAE81013.1	45595000	47607000	50792000	54188000	0	-1.84	NA
CAE81014.1	4027500	4070900	2401100	4518700	0	-1.37	Cytoplasmic
CAE81017.1	2059000	2302400	2481400	2269200	0	-0.944	NA
CAE81021.1	6328200	7020800	6450500	7209700	0	1.67	Cytoplasmic Membrane
CAE81026.1	20069000	21659000	23230000	23450000	NA	NA	NA
CAE81027.1	97792000	99519000	107400000	104660000	0	1.32	Cytoplasmic Membrane
CAE81028.1	53660000	56379000	61281000	77430000	0	10.9	Unknown
CAE81032.1	430110	477430	502360	554210	0	-1.33	Unknown
CAE81033.1	30970000	34700000	9011600	7522700	0	-2.88	Unknown
CAE81034.1	2554100	2716300	2732500	3041000	NA	NA	NA
CAE81036.1	NA	NA	NA	NA	0	4.69	Cytoplasmic
CAE81037.1	NA	NA	NA	NA	0	1.85	Unknown
CAE81040.1	29374000	25732000	27670000	43708000	0	-1.72	Cytoplasmic
CAE81041.1	736030	790430	798260	587700	0	-1.56	Cytoplasmic
CAE81043.1	15038000	14023000	16532000	14205000	0	-2.32	Cytoplasmic
CAE81044.1	2222900	2216500	1876100	2853500	NA	NA	Unknown
CAE81045.1	3630000	3871600	6483400	6288200	0	0.671	Unknown
CAE81046.1	5742800	7965000	6020200	5577000	1	0.79	Cytoplasmic
CAE81047.1	3684500	4501400	4684500	6738400	0	-1.43	Periplasmic
CAE81048.1	1009600	696840	2505100	3205700	NA	NA	Cytoplasmic
CAE81049.1	66913000	67341000	67735000	72667000	0	-1.86	Unknown
CAE81050.1	15156000	12556000	15588000	19828000	0	2.55	Cytoplasmic Membrane
CAE81051.1	6816500	6260400	7048500	5948800	NA	NA	NA
CAE81053.1	12742000	14448000	13419000	14753000	0	-2.06	Cytoplasmic
CAE81055.1	928480	963310	859390	892560	0	-1.7	Cytoplasmic
CAE81056.1	82824000	101530000	94691000	90064000	0	-2.71	Unknown
CAE81058.1	5271700	3806500	3773300	4712500	0	-0.278	Cytoplasmic
CAE81060.1	494290	498260	192260	495780	0	NA	Unknown
CAE81063.1	379560	413730	180000	222410	0	-0.0964	Cytoplasmic
CAE81064.1	11675000	12142000	13811000	13420000	1	-1.11	Cytoplasmic
CAE81065.1	16049000	16901000	16295000	17995000	1	-1.16	Cytoplasmic
CAE81066.1	48147000	46078000	48354000	48657000	1	-1.14	Cytoplasmic
CAE81067.1	22495000	23171000	21713000	26665000	0	-1.39	NA
CAE81069.1	NA	NA	NA	NA	0	2.06	Periplasmic
CAE81070.1	2337700	2881700	4226300	3859900	0	2.95	Unknown
CAE81071.1	8084500	8242800	9583500	7270500	0	3.91	NA
CAE81072.1	1939700	1919600	2189800	1978300	0	3.99	Cytoplasmic Membrane
CAE81074.1	3894800	3605700	2715100	3808100	0	-2.66	Cytoplasmic
CAE81080.1	223880	749080	422040	638430	NA	NA	Cytoplasmic
CAE81082.1	2682200	2622200	3456600	4101700	0	0.233	Cytoplasmic
CAE81084.1	1547300	1605700	2118300	370890	NA	NA	NA
CAE81085.1	2933600	2899500	2744400	2195000	0	1.03	NA
CAE81086.1	571620	550080	558060	697940	NA	NA	Cytoplasmic
CAE81088.1	626500000	566090000	696030000	670370000	0	-1.46	Cytoplasmic
CAE81092.1	2519400	2336100	2815400	3200900	0	-2.78	Outer Membrane
CAE81094.1	65675000	74335000	93446000	101970000	0	2.75	NA
CAE81095.1	13033000	13334000	13155000	14585000	1	-0.77	NA
CAE81096.1	112870000	121210000	158290000	168400000	1	-1.47	Unknown
CAE81098.1	6107000	6999700	7049900	8725000	0	0.411	Cytoplasmic
CAE81099.1	3980600	4460900	6149800	5532400	0	-1.54	Cytoplasmic
CAE81101.1	630470000	561080000	678480000	655050000	0	-1.23	Cytoplasmic
CAE81111.1	229930000	249550000	252160000	271220000	1	-0.648	Cytoplasmic
CAE81112.1	19701000	18847000	18072000	22065000	0	0.0645	NA
CAE81113.1	12937000	18167000	13455000	21018000	1	-1.46	Cytoplasmic Membrane
CAE81114.1	359190	465600	491150	658680	NA	NA	NA
CAE81115.1	482350000	529740000	500020000	566530000	1	-0.973	Cytoplasmic
CAE81116.1	311930000	303730000	361560000	378590000	0	-0.804	Cytoplasmic
CAE81117.1	353200000	364200000	447530000	466160000	0	5.32	Cytoplasmic
CAE81119.1	31711000	40878000	41030000	41466000	0	2.94	NA
CAE81122.1	37704000	43024000	62126000	63203000	0	-1.33	Cytoplasmic
CAE81123.1	8354000	9318900	9778900	11488000	0	2	Unknown
CAE81124.1	3433700	4458900	4125600	4262300	0	-1.47	Cytoplasmic
CAE81125.1	6155600	7424300	7983700	8574200	0	-2.06	NA
CAE81126.1	508910000	471110000	522100000	523580000	1	-1.34	Cytoplasmic
CAE81128.1	34957000	33461000	29503000	25703000	0	0.236	Unknown
CAE81133.1	12460000	14203000	20889000	19375000	0	9.05	Unknown
CAE81134.1	56118000	68041000	62357000	67584000	0	2.28	NA
CAE81135.1	40566000	43238000	50686000	43993000	0	-1.33	Cytoplasmic
CAE81136.1	19815000	22855000	23443000	27429000	0	0.795	Unknown
CAE81137.1	10827000	12252000	14104000	13642000	1	-2.42	Cytoplasmic
CAE81138.1	22520000	24457000	30220000	30217000	0	-0.71	NA
CAE81140.1	7775600	8076900	8791900	8210900	0	6.72	NA
CAE81141.1	951760000	941290000	1000500000	1093400000	0	-0.436	Cytoplasmic
CAE81142.1	1167300000	1187400000	1206800000	1199800000	0	-1.42	Cytoplasmic
CAE81143.1	105580000	108770000	124220000	119080000	0	-1.27	Cytoplasmic
CAE81144.1	312290000	340520000	339170000	362630000	0	-2.14	Cytoplasmic
CAE81145.1	1134300	1166100	1464000	1262200	NA	NA	Cytoplasmic
CAE81147.1	12124000	11877000	12652000	13862000	0	1.47	NA
CAE81148.1	11946000	5771100	6567300	13390000	0	-2.89	NA
CAE81151.1	5598200	4649700	5406700	5586300	0	-2.1	NA
CAE81152.1	20073000	22960000	22144000	18007000	0	-3.27	Cytoplasmic
CAE81153.1	962490	1201600	1279700	1225900	NA	NA	Cytoplasmic
CAE81155.1	223150000	247610000	286650000	287730000	0	-1.43	NA
CAE81156.1	306410000	283900000	351790000	341140000	0	-1.58	Cytoplasmic
CAE81162.1	8209700	15563000	18476000	19771000	0	7.46	NA
CAE81163.1	52346000	55789000	59390000	60705000	0	3.47	Unknown
CAE81165.1	NA	NA	NA	NA	0	0.97	Cytoplasmic Membrane
CAE81166.1	2316900	2793500	2864000	2933100	0	1.95	Cytoplasmic Membrane
CAE81167.1	5531200	4953600	6373700	6723600	0	1.35	Cytoplasmic Membrane
CAE81168.1	333710000	368630000	406850000	420400000	0	-1.42	Cytoplasmic
CAE81169.1	207400000	229210000	212720000	229480000	0	-1.36	Cytoplasmic
CAE81185.1	1152400000	1118200000	1226300000	1343500000	0	-1.7	Extracellular
CAE81186.1	582730	504690	308960	870450	NA	NA	Cytoplasmic
CAE81187.1	43038000	43112000	47035000	49773000	0	2.94	Outer Membrane
CAE81188.1	55729000	54184000	64869000	56136000	1	-0.346	Unknown
CAE81189.1	3487300	3412400	4482800	3555500	0	7.21	Cytoplasmic Membrane
CAE81190.1	8900200	8241300	9358600	8126000	0	-0.568	Cytoplasmic Membrane
CAE81191.1	3178900	3488000	4242000	4377800	0	-1.41	NA
CAE81194.1	14225000	15326000	17924000	17991000	0	5.83	Cytoplasmic
CAE81196.1	1945300	1790700	1735300	1742100	0	3.35	NA
CAE81197.1	62061000	65353000	65696000	65565000	0	-1.38	NA
CAE81198.1	NA	NA	NA	NA	0	-1.78	Cytoplasmic
CAE81199.1	15523000	14634000	15347000	17336000	0	1.77	Unknown
CAE81202.1	2021300	0	2343400	2480400	0	-0.434	Unknown
CAE81203.1	49464000	54093000	59535000	60861000	0	-0.342	Cytoplasmic
CAE81204.1	9893700	12447000	11246000	11643000	0	-2	Cytoplasmic
CAE81205.1	6.26E+08	6.03E+08	753670000	821680000	0	-0.658	Cytoplasmic
CAE81206.1	301830000	296970000	330060000	355570000	0	2.16	Cytoplasmic
CAE81207.1	1272200	1359900	1396500	1540600	0	-1.75	NA
CAE81208.1	23790000	24479000	27599000	29990000	0	-0.761	Cytoplasmic
CAE81209.1	45228000	46054000	52902000	52437000	1	-1.03	Cytoplasmic
CAE81211.1	23627000	23696000	26091000	28622000	0	-1.75	Cytoplasmic
CAE81212.1	59244000	67627000	74950000	77780000	0	-1.44	Cytoplasmic
CAE81213.1	73873000	74945000	92763000	97035000	0	-1.72	Unknown
CAE81215.1	161580000	163120000	180900000	187510000	0	-0.715	NA
CAE81216.1	151960000	150450000	164720000	160940000	0	-0.658	Cytoplasmic
CAE81217.1	85727000	85039000	105430000	104490000	0	-0.684	Cytoplasmic
CAE81220.1	0	428620	3046800	5279300	0	0.935	Cytoplasmic Membrane
CAE81221.1	56294000	56987000	41093000	49086000	0	1.49	NA
CAE81224.1	3063600	3558600	3642500	4353700	0	5.37	Periplasmic
CAE81225.1	4019000	2520600	2554900	2209700	NA	NA	Cytoplasmic
CAE81226.1	191920000	178970000	171030000	177520000	0	-1.17	Cytoplasmic
CAE81227.1	46454000	46494000	44019000	52933000	0	-0.448	Cytoplasmic
CAE81228.1	36504000	39289000	42315000	38658000	0	0.7	Cytoplasmic Membrane
CAE81231.1	38449000	40813000	42066000	45090000	1	-0.736	Cytoplasmic
CAE81232.1	886140	1321300	1619500	1210700	0	2.97	Extracellular
CAE81234.1	4398200	4289400	5084300	5403300	0	1.05	Unknown
CAE81237.1	9382900	10433000	11918000	12029000	0	-2.09	Unknown
CAE81238.1	386890	228310	219110	428350	NA	NA	Cytoplasmic Membrane
CAE81240.1	7999200	8488500	7794500	8232600	0	-1.67	Cytoplasmic
CAE81241.1	14548000	13865000	21230000	19010000	0	4.45	Cytoplasmic Membrane
CAE81242.1	9577400	10313000	11454000	11816000	0	4.43	Cytoplasmic Membrane
CAE81243.1	15375000	23783000	17476000	25215000	0	4.15	Cytoplasmic Membrane
CAE81244.1	25762000	25158000	30142000	30957000	0	NA	Cytoplasmic Membrane
CAE81245.1	25938000	23112000	21689000	21058000	0	4.03	Cytoplasmic Membrane
CAE81246.1	16842000	19254000	16538000	13627000	0	3.97	Cytoplasmic Membrane
CAE81247.1	18919000	23029000	24475000	24290000	0	5.46	NA
CAE81248.1	5807600	5487300	6711300	7629300	1	0.661	Cytoplasmic
CAE81249.1	22097000	20303000	23880000	24834000	0	8.26	Unknown
CAE81251.1	655450000	570600000	642640000	627150000	0	3.22	Unknown
CAE81252.1	1267300000	1343900000	1445500000	1465800000	0	3.26	Cytoplasmic
CAE81253.1	185170000	189410000	203250000	208760000	0	3.41	Cytoplasmic
CAE81254.1	582920000	599200000	643300000	643840000	0	3.46	Cytoplasmic
CAE81255.1	391750000	411670000	406110000	430890000	0	3.25	Cytoplasmic
CAE81256.1	151920000	149840000	158950000	174870000	0	3.7	Unknown
CAE81257.1	143060000	137630000	146540000	155830000	0	3.67	Unknown
CAE81258.1	73986000	76655000	93314000	93798000	0	0.159	Unknown
CAE81261.1	1243800	1278900	1228500	1443200	0	1.93	Unknown
CAE81262.1	15914000	16766000	16711000	14492000	0	-2.08	Unknown
CAE81264.1	18817000	17445000	22705000	20927000	0	-2.04	Cytoplasmic
CAE81265.1	98971000	97467000	102610000	106130000	1	0.128	Cytoplasmic
CAE81266.1	35291000	36875000	37090000	40921000	0	3.84	Cytoplasmic Membrane
CAE81267.1	1141500	886680	906470	879180	0	0.553	NA
